/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/800.h5,40000.0,774891.4606142114
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/975.h5,48750.0,701355.6863930494
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/75.h5,3750.0,619622.1272736356
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/750.h5,37500.0,786400.6040915578
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/175.h5,8750.0,594278.7103074596
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1075.h5,53750.0,650111.5459162635
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1100.h5,55000.0,633130.9400164742
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/625.h5,31250.0,764162.100221921
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1475.h5,73750.0,178628.58515166
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/575.h5,28750.0,718053.020587853
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/350.h5,17500.0,610953.6642310716
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1250.h5,62500.0,509020.1019767106
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1325.h5,66250.0,428266.2451893992
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/225.h5,11250.0,584153.4835033424
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/400.h5,20000.0,627485.6997234004
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1500.h5,75000.0,119029.97307414669
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/0.h5,0.0,621181.3652124613
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/650.h5,32500.0,770984.3785771567
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1175.h5,58750.0,593499.3441008923
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1000.h5,50000.0,697576.4728761257
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/100.h5,5000.0,615236.2808077371
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/725.h5,36250.0,788278.2960038522
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/475.h5,23750.0,646817.5158065362
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/250.h5,12500.0,578471.3596557141
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1350.h5,67500.0,391430.00863004813
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1225.h5,61250.0,563104.8856362284
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/325.h5,16250.0,600501.999572459
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/500.h5,25000.0,657673.3937024339
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1400.h5,70000.0,294803.33398699487
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/900.h5,45000.0,714169.215170582
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/875.h5,43750.0,740799.4891428839
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/450.h5,22500.0,639907.2421787637
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/275.h5,13750.0,578922.1143382435
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1375.h5,68750.0,363171.19860194705
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1200.h5,60000.0,574459.7379964065
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/300.h5,15000.0,588683.5529080032
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/525.h5,26250.0,677849.7590575007
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1425.h5,71250.0,266995.2675048493
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/675.h5,33750.0,767947.8478436995
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1150.h5,57500.0,608487.9201201892
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1025.h5,51250.0,679334.2435969085
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/125.h5,6250.0,609313.1919354252
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/700.h5,35000.0,783556.8288642734
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/25.h5,1250.0,621040.3747923519
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/925.h5,46250.0,701296.8718547821
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/850.h5,42500.0,759979.6673165436
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/50.h5,2500.0,621173.6303108751
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/825.h5,41250.0,772669.1729294796
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/950.h5,47500.0,704459.3220544304
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1450.h5,72500.0,243484.03447638673
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/550.h5,27500.0,690958.6635740477
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/375.h5,18750.0,618161.0535176371
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1275.h5,63750.0,490717.97965909296
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1300.h5,65000.0,460267.03088185703
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/200.h5,10000.0,589576.6399635596
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/425.h5,21250.0,633804.2112768564
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1525.h5,76250.0,44827.44963408755
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/775.h5,38750.0,777982.3513985502
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/150.h5,7500.0,600958.7084231375
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1050.h5,52500.0,671743.3703924109
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1125.h5,56250.0,614941.0708321269
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/600.h5,30000.0,755874.4422267766
